Driver,f_result,points,Car,Laps,race,date,quali_result,Q1,Q2,Q3,quali_laps,fp3_result,fp3_time,fp3_gap,fp3_laps,fp2_result,fp2_time,fp2_gap,fp2_laps,fp1_result,fp1_time,fp1_gap,fp1_laps,year,winner
Romain Grosjean GRO,9,2,Haas Ferrari,53,Japan,2017-10-08,16,1M 30.849S,NA,NA,5,17,1M 31.459S,2.404S,13,NA,NA,10S,NA,9,1M 31.032S,1.866S,22,2017,0
Felipe Massa MAS,10,1,Williams Mercedes,52,Japan,2017-10-08,9,1M 30.352S,1M 29.687S,1M 29.48S,16,11,1M 30.764S,1.709S,21,4,1M 52.146S,3.427S,3,16,1M 31.912S,2.746S,20,2017,0
Fernando Alonso ALO,11,0,McLaren Honda,52,Japan,2017-10-08,10,1M 30.525S,1M 29.749S,1M 30.687S,13,8,1M 30.424S,1.369S,13,11,NA,0S,2,12,1M 31.235S,2.069S,19,2017,0
Jolyon Palmer PAL,12,0,Renault,52,Japan,2017-10-08,14,1M 30.516S,1M 30.022S,NA,10,10,1M 30.764S,1.709S,22,8,NA,0S,1,15,1M 31.757S,2.591S,22,2017,0
Pierre Gasly GAS,13,0,Toro Rosso,52,Japan,2017-10-08,17,1M 31.317S,NA,NA,7,16,1M 31.353S,2.298S,25,NA,NA,10S,NA,18,1M 32.501S,3.335S,18,2017,0
Stoffel Vandoorne VAN,14,0,McLaren Honda,52,Japan,2017-10-08,11,1M 30.654S,1M 29.778S,NA,11,12,1M 30.77S,1.715S,18,14,NA,0S,1,10,1M 31.202S,2.036S,24,2017,0
Pascal Wehrlein WEH,15,0,Sauber Ferrari,51,Japan,2017-10-08,20,1M 31.885S,NA,NA,7,19,1M 32.698S,3.643S,21,12,NA,0S,2,19,1M 32.897S,3.731S,29,2017,0
Lance Stroll STR,NA,0,Williams Mercedes,45,Japan,2017-10-08,18,1M 31.409S,NA,NA,6,15,1M 31.011S,1.956S,20,5,1M 52.343S,3.624S,4,14,1M 31.602S,2.436S,22,2017,0
Nico Hulkenberg HUL,NA,0,Renault,40,Japan,2017-10-08,12,1M 30.252S,1M 29.879S,NA,10,7,1M 30.315S,1.26S,19,7,NA,0S,1,8,1M 30.974S,1.808S,24,2017,0
Marcus Ericsson ERI,NA,0,Sauber Ferrari,7,Japan,2017-10-08,19,1M 31.597S,NA,NA,7,18,1M 32.579S,3.524S,22,9,NA,0S,3,20,1M 33.397S,4.231S,28,2017,0
Sebastian Vettel VET,NA,0,Ferrari,4,Japan,2017-10-08,3,1M 29.352S,1M 28.225S,1M 27.791S,19,3,1M 29.379S,0.324S,23,10,NA,0S,1,1,1M 29.166S,0S,23,2017,0
Carlos Sainz SAI,NA,0,Toro Rosso,0,Japan,2017-10-08,15,1M 30.565S,1M 30.413S,NA,11,13,1M 30.799S,1.744S,23,13,NA,0S,1,17,1M 32.252S,3.086S,14,2017,0
Lewis Hamilton HAM,1,25,Mercedes,56,United.States.,2017-10-22,1,1M 34.822S,1M 33.437S,1M 33.108S,18,1,1M 34.478S,0S,15,1,1M 34.668S,0S,26,1,1M 36.335S,0S,18,2017,1
Sebastian Vettel VET,2,18,Ferrari,56,United.States.,2017-10-22,2,1M 35.42S,1M 34.103S,1M 33.347S,18,2,1M 34.57S,0.092S,19,3,1M 35.192S,0.524S,11,2,1M 36.928S,0.593S,20,2017,0
Kimi Räikkönen RAI,3,15,Ferrari,56,United.States.,2017-10-22,5,1M 35.649S,1M 33.84S,1M 33.577S,17,4,1M 34.755S,0.277S,17,6,1M 35.514S,0.846S,29,7,1M 37.598S,1.263S,20,2017,0
Max Verstappen VER,4,12,Red Bull Racing TAG Heuer,56,United.States.,2017-10-22,6,1M 34.899S,1M 34.716S,1M 33.658S,13,5,1M 35.103S,0.625S,14,2,1M 35.065S,0.397S,30,4,1M 37.339S,1.004S,21,2017,0
Valtteri Bottas BOT,5,10,Mercedes,56,United.States.,2017-10-22,3,1M 35.309S,1M 33.769S,1M 33.568S,17,3,1M 34.692S,0.214S,17,4,1M 35.279S,0.611S,39,3,1M 36.979S,0.644S,10,2017,0
Esteban Ocon OCO,6,8,Force India Mercedes,56,United.States.,2017-10-22,7,1M 35.849S,1M 35.113S,1M 34.647S,17,11,1M 35.965S,1.487S,17,10,1M 36.49S,1.822S,34,8,1M 37.808S,1.473S,25,2017,0
Carlos Sainz SAI,7,6,Renault,56,United.States.,2017-10-22,8,1M 35.517S,1M 34.899S,1M 34.852S,17,8,1M 35.65S,1.172S,16,11,1M 36.529S,1.861S,30,10,1M 38.093S,1.758S,24,2017,0
Sergio Perez PER,8,4,Force India Mercedes,55,United.States.,2017-10-22,10,1M 36.358S,1M 34.789S,1M 35.148S,19,10,1M 35.802S,1.324S,16,9,1M 36.481S,1.813S,28,9,1M 37.861S,1.526S,20,2017,0
Felipe Massa MAS,9,2,Williams Mercedes,55,United.States.,2017-10-22,11,1M 35.603S,1M 35.155S,NA,9,6,1M 35.346S,0.868S,11,8,1M 36.46S,1.792S,30,6,1M 37.57S,1.235S,23,2017,0
Daniil Kvyat KVY,10,1,Toro Rosso,55,United.States.,2017-10-22,12,1M 36.073S,1M 35.529S,NA,15,20,1M 38.5S,4.022S,6,13,1M 36.761S,2.093S,40,NA,NA,10S,NA,2017,0
Lance Stroll STR,11,0,Williams Mercedes,55,United.States.,2017-10-22,17,1M 36.868S,NA,NA,8,12,1M 36.118S,1.64S,12,16,1M 37.788S,3.12S,27,12,1M 38.534S,2.199S,25,2017,0
Stoffel Vandoorne VAN,12,0,McLaren Honda,55,United.States.,2017-10-22,13,1M 36.286S,1M 35.641S,NA,14,14,1M 36.599S,2.121S,14,15,1M 37.463S,2.795S,31,5,1M 37.352S,1.017S,26,2017,0
Brendon Hartley HAR,13,0,Toro Rosso,55,United.States.,2017-10-22,18,1M 36.889S,NA,NA,7,15,1M 36.818S,2.34S,26,17,1M 37.987S,3.319S,41,14,1M 39.267S,2.932S,28,2017,0
Romain Grosjean GRO,14,0,Haas Ferrari,55,United.States.,2017-10-22,14,1M 36.835S,1M 35.87S,NA,14,19,1M 37.891S,3.413S,9,20,1M 38.387S,3.719S,26,15,1M 39.336S,3.001S,17,2017,0
Marcus Ericsson ERI,15,0,Sauber Ferrari,55,United.States.,2017-10-22,16,1M 36.842S,NA,NA,9,17,1M 37.319S,2.841S,17,19,1M 38.262S,3.594S,22,18,1M 40.448S,4.113S,19,2017,0
Kevin Magnussen MAG,16,0,Haas Ferrari,55,United.States.,2017-10-22,20,1M 37.394S,NA,NA,7,16,1M 37.271S,2.793S,16,14,1M 37.285S,2.617S,17,11,1M 38.408S,2.073S,16,2017,0
Fernando Alonso ALO,NA,0,McLaren Honda,24,United.States.,2017-10-22,9,1M 35.712S,1M 35.046S,1M 35.007S,15,13,1M 36.239S,1.761S,15,7,1M 36.304S,1.636S,28,20,NA,0S,4,2017,0
Daniel Ricciardo RIC,NA,0,Red Bull Racing TAG Heuer,14,United.States.,2017-10-22,4,1M 35.991S,1M 34.495S,1M 33.577S,14,9,1M 35.723S,1.245S,17,5,1M 35.463S,0.795S,24,16,1M 39.366S,3.031S,14,2017,0
Pascal Wehrlein WEH,NA,0,Sauber Ferrari,5,United.States.,2017-10-22,19,1M 37.179S,NA,NA,9,18,1M 37.807S,3.329S,15,18,1M 38.165S,3.497S,35,NA,NA,10S,NA,2017,0
Nico Hulkenberg HUL,NA,0,Renault,3,United.States.,2017-10-22,15,1M 35.74S,NA,NA,3,7,1M 35.608S,1.13S,21,12,1M 36.534S,1.866S,18,13,1M 38.904S,2.569S,19,2017,0
Max Verstappen VER,1,25,Red Bull Racing TAG Heuer,71,Mexico,2017-10-29,2,1M 17.63S,1M 16.524S,1M 16.574S,19,1,1M 17.113S,0S,20,3,1M 17.964S,0.163S,17,3,1M 18.395S,0.571S,16,2017,1
Valtteri Bottas BOT,2,18,Mercedes,71,Mexico,2017-10-29,4,1M 17.578S,1M 17.161S,1M 16.958S,17,4,1M 17.283S,0.17S,18,6,1M 18.299S,0.498S,43,1,1M 17.824S,0S,42,2017,0
Kimi Räikkönen RAI,3,15,Ferrari,71,Mexico,2017-10-29,5,1M 18.148S,1M 17.534S,1M 17.238S,20,6,1M 17.517S,0.404S,27,5,1M 18.142S,0.341S,40,6,1M 19.008S,1.184S,27,2017,0
Sebastian Vettel VET,4,12,Ferrari,71,Mexico,2017-10-29,1,1M 17.665S,1M 16.87S,1M 16.488S,20,3,1M 17.23S,0.117S,21,4,1M 18.051S,0.25S,35,5,1M 18.586S,0.762S,28,2017,0
Esteban Ocon OCO,5,10,Force India Mercedes,70,Mexico,2017-10-29,6,1M 18.336S,1M 17.827S,1M 17.437S,19,8,1M 18.165S,1.052S,18,10,1M 18.822S,1.021S,42,NA,NA,10S,NA,2017,0
Lance Stroll STR,6,8,Williams Mercedes,70,Mexico,2017-10-29,12,1M 18.902S,1M 19.159S,NA,11,13,1M 19.066S,1.953S,20,14,1M 19.524S,1.723S,42,12,1M 19.772S,1.948S,34,2017,0
Sergio Perez PER,7,6,Force India Mercedes,70,Mexico,2017-10-29,10,1M 18.02S,1M 17.868S,1M 17.807S,19,7,1M 18.04S,0.927S,20,8,1M 18.728S,0.927S,41,7,1M 19.24S,1.416S,21,2017,0
Kevin Magnussen MAG,8,4,Haas Ferrari,70,Mexico,2017-10-29,18,1M 19.443S,NA,NA,10,14,1M 19.205S,2.092S,19,17,1M 20.318S,2.517S,35,13,1M 20.644S,2.82S,16,2017,0
Lewis Hamilton HAM,9,2,Mercedes,70,Mexico,2017-10-29,3,1M 17.518S,1M 17.035S,1M 16.934S,21,2,1M 17.188S,0.075S,23,2,1M 17.932S,0.131S,40,2,1M 18.29S,0.466S,35,2017,0
Fernando Alonso ALO,10,1,McLaren Honda,70,Mexico,2017-10-29,14,1M 17.71S,NA,NA,9,16,1M 19.565S,2.452S,22,7,1M 18.508S,0.707S,26,8,1M 19.346S,1.522S,20,2017,0
Felipe Massa MAS,11,0,Williams Mercedes,70,Mexico,2017-10-29,11,1M 18.57S,1M 18.099S,NA,10,12,1M 18.69S,1.577S,23,12,1M 19.206S,1.405S,37,9,1M 19.443S,1.619S,32,2017,0
Stoffel Vandoorne VAN,12,0,McLaren Honda,70,Mexico,2017-10-29,15,1M 18.578S,NA,NA,13,19,1M 20.03S,2.917S,25,15,1M 19.844S,2.043S,32,20,NA,0S,3,2017,0
Pierre Gasly GAS,13,0,Toro Rosso,70,Mexico,2017-10-29,NA,NA,NA,NA,NA,20,NA,0S,2,19,1M 21.745S,3.944S,10,NA,NA,10S,NA,2017,0
Pascal Wehrlein WEH,14,0,Sauber Ferrari,69,Mexico,2017-10-29,17,1M 19.333S,NA,NA,9,18,1M 19.826S,2.713S,16,16,1M 20.306S,2.505S,38,14,1M 20.971S,3.147S,30,2017,0
Romain Grosjean GRO,15,0,Haas Ferrari,69,Mexico,2017-10-29,19,1M 19.473S,NA,NA,11,17,1M 19.586S,2.473S,22,20,1M 25.526S,7.725S,3,NA,NA,10S,NA,2017,0
Carlos Sainz SAI,NA,0,Renault,59,Mexico,2017-10-29,9,1M 18.405S,1M 17.753S,1M 17.794S,17,9,1M 18.208S,1.095S,21,11,1M 19.06S,1.259S,30,11,1M 19.554S,1.73S,24,2017,0
Marcus Ericsson ERI,NA,0,Sauber Ferrari,55,Mexico,2017-10-29,16,1M 19.176S,NA,NA,9,15,1M 19.331S,2.218S,27,18,1M 20.362S,2.561S,38,NA,NA,10S,NA,2017,0
Brendon Hartley HAR,NA,0,Toro Rosso,30,Mexico,2017-10-29,13,1M 18.683S,NA,NA,12,11,1M 18.602S,1.489S,23,13,1M 19.423S,1.622S,40,18,1M 21.747S,3.923S,10,2017,0
Nico Hulkenberg HUL,NA,0,Renault,24,Mexico,2017-10-29,8,1M 18.322S,1M 17.792S,1M 17.466S,17,10,1M 18.38S,1.267S,21,9,1M 18.775S,0.974S,19,10,1M 19.552S,1.728S,19,2017,0
Daniel Ricciardo RIC,NA,0,Red Bull Racing TAG Heuer,5,Mexico,2017-10-29,7,1M 18.208S,1M 17.631S,1M 17.447S,15,5,1M 17.361S,0.248S,10,1,1M 17.801S,0S,26,4,1M 18.421S,0.597S,28,2017,0
Sebastian Vettel VET,1,25,Ferrari,71,Brazil,2017-11-12,2,1M 9.643S,1M 8.494S,1M 8.36S,21,4,1M 9.339S,0.058S,21,4,1M 9.875S,0.36S,48,6,1M 9.984S,0.782S,32,2017,1
Valtteri Bottas BOT,2,18,Mercedes,71,Brazil,2017-11-12,1,1M 9.452S,1M 8.638S,1M 8.322S,22,1,1M 9.281S,0S,24,2,1M 9.563S,0.048S,45,2,1M 9.329S,0.127S,43,2017,0
Kimi Räikkönen RAI,3,15,Ferrari,71,Brazil,2017-11-12,3,1M 9.405S,1M 9.116S,1M 8.538S,18,3,1M 9.326S,0.045S,20,6,1M 10.117S,0.602S,45,3,1M 9.744S,0.542S,32,2017,0
Lewis Hamilton HAM,4,12,Mercedes,71,Brazil,2017-11-12,NA,NA,NA,NA,2,2,1M 9.284S,0.003S,26,1,1M 9.515S,0S,42,1,1M 9.202S,0S,36,2017,0
Max Verstappen VER,5,10,Red Bull Racing TAG Heuer,71,Brazil,2017-11-12,4,1M 9.82S,1M 9.05S,1M 8.925S,18,9,1M 10.495S,1.214S,9,5,1M 9.886S,0.371S,38,4,1M 9.75S,0.548S,31,2017,0
Daniel Ricciardo RIC,6,8,Red Bull Racing TAG Heuer,71,Brazil,2017-11-12,5,1M 9.828S,1M 9.533S,1M 9.33S,19,5,1M 10.244S,0.963S,14,3,1M 9.743S,0.228S,37,5,1M 9.828S,0.626S,38,2017,0
Felipe Massa MAS,7,6,Williams Mercedes,71,Brazil,2017-11-12,10,1M 9.789S,1M 9.612S,1M 9.841S,16,12,1M 10.671S,1.39S,14,8,1M 10.373S,0.858S,42,7,1M 10.102S,0.9S,28,2017,0
Fernando Alonso ALO,8,4,McLaren Honda,71,Brazil,2017-11-12,7,1M 10.172S,1M 9.593S,1M 9.617S,17,6,1M 10.288S,1.007S,15,10,1M 10.655S,1.14S,31,10,1M 10.476S,1.274S,24,2017,0
Sergio Perez PER,9,2,Force India Mercedes,71,Brazil,2017-11-12,6,1M 10.145S,1M 9.76S,1M 9.598S,21,7,1M 10.322S,1.041S,21,12,1M 10.695S,1.18S,43,NA,NA,10S,NA,2017,0
Nico Hulkenberg HUL,10,1,Renault,70,Brazil,2017-11-12,8,1M 10.078S,1M 9.726S,1M 9.703S,21,14,1M 10.743S,1.462S,18,9,1M 10.396S,0.881S,39,16,1M 11.608S,2.406S,35,2017,0
Carlos Sainz SAI,11,0,Renault,70,Brazil,2017-11-12,9,1M 10.227S,1M 9.768S,1M 9.805S,17,10,1M 10.599S,1.318S,23,11,1M 10.685S,1.17S,42,15,1M 11.467S,2.265S,32,2017,0
Pierre Gasly GAS,12,0,Toro Rosso,70,Brazil,2017-11-12,17,1M 10.686S,NA,NA,10,16,1M 10.981S,1.7S,32,16,1M 11.422S,1.907S,44,19,1M 14.034S,4.832S,5,2017,0
Marcus Ericsson ERI,13,0,Sauber Ferrari,70,Brazil,2017-11-12,19,1M 10.875S,NA,NA,12,19,1M 11.48S,2.199S,27,19,1M 11.989S,2.474S,17,18,1M 11.898S,2.696S,28,2017,0
Pascal Wehrlein WEH,14,0,Sauber Ferrari,70,Brazil,2017-11-12,16,1M 10.678S,NA,NA,12,18,1M 11.126S,1.845S,25,18,1M 11.857S,2.342S,43,NA,NA,10S,NA,2017,0
Romain Grosjean GRO,15,0,Haas Ferrari,69,Brazil,2017-11-12,12,1M 10.148S,1M 9.879S,NA,16,15,1M 10.762S,1.481S,20,15,1M 11.3S,1.785S,39,13,1M 11.188S,1.986S,29,2017,0
Lance Stroll STR,16,0,Williams Mercedes,69,Brazil,2017-11-12,18,1M 10.776S,NA,NA,8,20,NA,0S,1,14,1M 11.064S,1.549S,44,11,1M 10.632S,1.43S,42,2017,0
Brendon Hartley HAR,NA,0,Toro Rosso,40,Brazil,2017-11-12,15,1M 10.625S,NA,NA,15,17,1M 11.085S,1.804S,30,17,1M 11.821S,2.306S,54,20,NA,0S,2,2017,0
Esteban Ocon OCO,NA,0,Force India Mercedes,0,Brazil,2017-11-12,11,1M 10.168S,1M 9.83S,NA,17,8,1M 10.357S,1.076S,23,7,1M 10.306S,0.791S,49,9,1M 10.454S,1.252S,36,2017,0
Stoffel Vandoorne VAN,NA,0,McLaren Honda,0,Brazil,2017-11-12,13,1M 10.286S,1M 10.116S,NA,15,11,1M 10.637S,1.356S,21,13,1M 10.902S,1.387S,38,8,1M 10.402S,1.2S,26,2017,0
Kevin Magnussen MAG,NA,0,Haas Ferrari,0,Brazil,2017-11-12,14,1M 10.521S,1M 10.154S,NA,18,13,1M 10.721S,1.44S,19,NA,NA,10S,NA,14,1M 11.463S,2.261S,30,2017,0
Valtteri Bottas BOT,1,25,Mercedes,55,Abu.Dhabi,2017-11-26,1,1M 37.356S,1M 36.822S,1M 36.231S,18,2,1M 37.9S,0.273S,21,5,1M 38.537S,0.66S,33,5,1M 39.741S,0.735S,30,2017,1
Lewis Hamilton HAM,2,18,Mercedes,55,Abu.Dhabi,2017-11-26,2,1M 37.391S,1M 36.742S,1M 36.403S,19,1,1M 37.627S,0S,19,1,1M 37.877S,0S,39,2,1M 39.126S,0.12S,25,2017,0
Sebastian Vettel VET,3,15,Ferrari,55,Abu.Dhabi,2017-11-26,3,1M 37.817S,1M 37.023S,1M 36.777S,18,4,1M 38.174S,0.547S,22,2,1M 38.026S,0.149S,37,1,1M 39.006S,0S,23,2017,0
Kimi Räikkönen RAI,4,12,Ferrari,55,Abu.Dhabi,2017-11-26,5,1M 37.453S,1M 37.302S,1M 36.985S,17,3,1M 38.157S,0.53S,22,4,1M 38.352S,0.475S,35,4,1M 39.518S,0.512S,22,2017,0
Max Verstappen VER,5,10,Red Bull Racing TAG Heuer,55,Abu.Dhabi,2017-11-26,6,1M 38.021S,1M 37.777S,1M 37.328S,19,6,1M 38.587S,0.96S,14,6,1M 38.894S,1.017S,34,3,1M 39.154S,0.148S,15,2017,0
Nico Hulkenberg HUL,6,8,Renault,55,Abu.Dhabi,2017-11-26,7,1M 38.781S,1M 38.138S,1M 38.282S,14,12,1M 39.396S,1.769S,18,9,1M 39.529S,1.652S,41,17,1M 41.864S,2.858S,26,2017,0
Sergio Perez PER,7,6,Force India Mercedes,55,Abu.Dhabi,2017-11-26,8,1M 38.601S,1M 38.359S,1M 38.374S,17,10,1M 39.367S,1.74S,19,7,1M 39.323S,1.446S,33,6,1M 40.293S,1.287S,24,2017,0
Esteban Ocon OCO,8,4,Force India Mercedes,55,Abu.Dhabi,2017-11-26,9,1M 38.896S,1M 38.392S,1M 38.397S,17,13,1M 39.5S,1.873S,18,8,1M 39.333S,1.456S,36,NA,NA,10S,NA,2017,0
Fernando Alonso ALO,9,2,McLaren Honda,54,Abu.Dhabi,2017-11-26,11,1M 38.82S,1M 38.636S,NA,12,7,1M 39.155S,1.528S,15,10,1M 39.559S,1.682S,28,7,1M 40.522S,1.516S,20,2017,0
Felipe Massa MAS,10,1,Williams Mercedes,54,Abu.Dhabi,2017-11-26,10,1M 38.629S,1M 38.565S,1M 38.55S,18,11,1M 39.383S,1.756S,16,11,1M 39.635S,1.758S,36,9,1M 40.723S,1.717S,27,2017,0
Romain Grosjean GRO,11,0,Haas Ferrari,54,Abu.Dhabi,2017-11-26,16,1M 39.516S,NA,NA,10,15,1M 40.079S,2.452S,19,20,1M 41.56S,3.683S,12,12,1M 41.306S,2.3S,24,2017,0
Stoffel Vandoorne VAN,12,0,McLaren Honda,54,Abu.Dhabi,2017-11-26,13,1M 38.777S,1M 38.808S,NA,9,8,1M 39.277S,1.65S,18,12,1M 39.671S,1.794S,31,8,1M 40.569S,1.563S,15,2017,0
Kevin Magnussen MAG,13,0,Haas Ferrari,54,Abu.Dhabi,2017-11-26,14,1M 39.395S,1M 39.298S,NA,16,14,1M 39.831S,2.204S,19,16,1M 41.128S,3.251S,31,NA,NA,10S,NA,2017,0
Pascal Wehrlein WEH,14,0,Sauber Ferrari,54,Abu.Dhabi,2017-11-26,18,1M 39.93S,NA,NA,9,16,1M 40.307S,2.68S,20,17,1M 41.27S,3.393S,43,16,1M 41.752S,2.746S,26,2017,0
Brendon Hartley HAR,15,0,Toro Rosso,54,Abu.Dhabi,2017-11-26,20,1M 40.471S,NA,NA,8,20,1M 40.883S,3.256S,23,19,1M 41.496S,3.619S,39,20,1M 42.585S,3.579S,35,2017,0
Pierre Gasly GAS,16,0,Toro Rosso,54,Abu.Dhabi,2017-11-26,17,1M 39.724S,NA,NA,9,18,1M 40.737S,3.11S,21,15,1M 40.694S,2.817S,39,14,1M 41.646S,2.64S,29,2017,0
Marcus Ericsson ERI,17,0,Sauber Ferrari,54,Abu.Dhabi,2017-11-26,19,1M 39.994S,NA,NA,9,19,1M 40.789S,3.162S,21,18,1M 41.302S,3.425S,40,19,1M 42.344S,3.338S,28,2017,0
Lance Stroll STR,18,0,Williams Mercedes,54,Abu.Dhabi,2017-11-26,15,1M 39.503S,1M 39.646S,NA,14,17,1M 40.572S,2.945S,16,14,1M 40.329S,2.452S,30,13,1M 41.581S,2.575S,27,2017,0
Carlos Sainz SAI,NA,0,Renault,31,Abu.Dhabi,2017-11-26,12,1M 38.81S,1M 38.725S,NA,9,9,1M 39.34S,1.713S,15,13,1M 40.201S,2.324S,38,15,1M 41.748S,2.742S,23,2017,0
Daniel Ricciardo RIC,NA,0,Red Bull Racing TAG Heuer,20,Abu.Dhabi,2017-11-26,4,1M 38.016S,1M 37.583S,1M 36.959S,16,5,1M 38.34S,0.713S,16,3,1M 38.18S,0.303S,34,10,1M 40.773S,1.767S,29,2017,0
Sebastian Vettel VET,1,25,Ferrari,58,Australia,2018-03-25,3,1M 23.348S,1M 21.944S,1M 21.838S,20,1,1M 26.067S,0S,15,5,1M 24.451S,0.52S,38,5,1M 24.995S,0.969S,22,2018,1
Lewis Hamilton HAM,2,18,Mercedes,58,Australia,2018-03-25,1,1M 22.824S,1M 22.051S,1M 21.164S,20,8,1M 34.225S,8.158S,7,1,1M 23.931S,0S,35,1,1M 24.026S,0S,27,2018,0
Kimi Räikkönen RAI,3,15,Ferrari,58,Australia,2018-03-25,2,1M 23.096S,1M 22.507S,1M 21.828S,17,2,1M 28.499S,2.432S,13,4,1M 24.214S,0.283S,39,4,1M 24.875S,0.849S,23,2018,0
Daniel Ricciardo RIC,4,12,Red Bull Racing TAG Heuer,58,Australia,2018-03-25,5,1M 23.494S,1M 22.897S,1M 22.152S,17,6,1M 34.043S,7.976S,14,7,1M 24.721S,0.79S,28,6,1M 25.063S,1.037S,25,2018,0
Fernando Alonso ALO,5,10,McLaren Renault,58,Australia,2018-03-25,11,1M 23.597S,1M 23.692S,NA,14,10,1M 34.298S,8.231S,13,8,1M 25.2S,1.269S,28,8,1M 25.896S,1.87S,16,2018,0
Max Verstappen VER,6,8,Red Bull Racing TAG Heuer,58,Australia,2018-03-25,4,1M 23.483S,1M 22.416S,1M 21.879S,18,4,1M 31.68S,5.613S,8,2,1M 24.058S,0.127S,34,3,1M 24.771S,0.745S,26,2018,0
Nico Hulkenberg HUL,7,6,Renault,58,Australia,2018-03-25,8,1M 23.782S,1M 23.544S,1M 23.532S,16,18,1M 38.482S,12.41S,8,13,1M 25.463S,1.532S,35,13,1M 26.583S,2.557S,25,2018,0
Valtteri Bottas BOT,8,4,Mercedes,58,Australia,2018-03-25,10,1M 23.686S,1M 22.089S,NA,16,7,1M 34.174S,8.107S,14,3,1M 24.159S,0.228S,34,2,1M 24.577S,0.551S,29,2018,0
Stoffel Vandoorne VAN,9,2,McLaren Renault,58,Australia,2018-03-25,12,1M 24.073S,1M 23.853S,NA,14,9,1M 34.233S,8.166S,15,10,1M 25.285S,1.354S,34,10,1M 26.482S,2.456S,15,2018,0
Carlos Sainz SAI,10,1,Renault,58,Australia,2018-03-25,9,1M 23.529S,1M 23.061S,1M 23.577S,17,5,1M 33.172S,7.105S,11,11,1M 25.39S,1.459S,35,9,1M 25.922S,1.896S,23,2018,0
Sergio Perez PER,11,0,Force India Mercedes,58,Australia,2018-03-25,13,1M 24.344S,1M 24.005S,NA,14,20,NA,0S,1,12,1M 25.413S,1.482S,30,16,1M 26.767S,2.741S,26,2018,0
Esteban Ocon OCO,12,0,Force India Mercedes,58,Australia,2018-03-25,15,1M 24.503S,1M 24.786S,NA,16,19,NA,0S,1,15,1M 25.888S,1.957S,33,14,1M 26.605S,2.579S,30,2018,0
Charles Leclerc LEC,13,0,Sauber Ferrari,58,Australia,2018-03-25,18,1M 24.636S,NA,NA,9,16,1M 36.448S,10.38S,12,20,1M 26.815S,2.884S,35,20,1M 28.853S,4.827S,28,2018,0
Lance Stroll STR,14,0,Williams Mercedes,58,Australia,2018-03-25,14,1M 24.464S,1M 24.23S,NA,13,14,1M 35.828S,9.761S,8,14,1M 25.543S,1.612S,32,15,1M 26.636S,2.61S,30,2018,0
Brendon Hartley HAR,15,0,Scuderia Toro Rosso Honda,57,Australia,2018-03-25,16,1M 24.532S,NA,NA,8,12,1M 35.438S,9.371S,16,16,1M 25.925S,1.994S,41,18,1M 27.745S,3.719S,16,2018,0
Romain Grosjean GRO,NA,0,Haas Ferrari,24,Australia,2018-03-25,7,1M 23.671S,1M 23.468S,1M 23.339S,17,15,1M 36.171S,10.1S,6,6,1M 24.648S,0.717S,34,7,1M 25.73S,1.704S,24,2018,0
Kevin Magnussen MAG,NA,0,Haas Ferrari,22,Australia,2018-03-25,6,1M 23.909S,1M 23.3S,1M 23.187S,17,17,1M 36.807S,10.74S,7,9,1M 25.246S,1.315S,30,17,1M 27.035S,3.009S,13,2018,0
Pierre Gasly GAS,NA,0,Scuderia Toro Rosso Honda,13,Australia,2018-03-25,20,1M 25.295S,NA,NA,7,11,1M 34.99S,8.923S,16,17,1M 25.945S,2.014S,39,11,1M 26.494S,2.468S,25,2018,0
Marcus Ericsson ERI,NA,0,Sauber Ferrari,5,Australia,2018-03-25,17,1M 24.556S,NA,NA,9,3,1M 28.89S,2.823S,14,19,1M 26.814S,2.883S,31,19,1M 27.964S,3.938S,28,2018,0
Sergey Sirotkin SIR,NA,0,Williams Mercedes,4,Australia,2018-03-25,19,1M 24.922S,NA,NA,8,13,1M 35.589S,9.522S,16,18,1M 25.974S,2.043S,37,12,1M 26.536S,2.51S,25,2018,0
Sebastian Vettel VET,1,25,Ferrari,57,Bahrain,2018-04-08,1,1M 29.06S,1M 28.341S,1M 27.958S,13,5,1M 30.719S,0.851S,8,2,1M 29.828S,0.011S,37,4,1M 31.47S,0.41S,17,2018,1
Valtteri Bottas BOT,2,18,Mercedes,57,Bahrain,2018-04-08,3,1M 29.275S,1M 28.794S,1M 28.124S,16,6,1M 30.781S,0.913S,16,3,1M 30.38S,0.563S,31,2,1M 31.364S,0.304S,24,2018,0
Lewis Hamilton HAM,3,15,Mercedes,57,Bahrain,2018-04-08,4,1M 29.396S,1M 28.458S,1M 28.22S,16,4,1M 30.691S,0.823S,14,4,1M 30.472S,0.655S,32,5,1M 32.272S,1.212S,21,2018,0
Pierre Gasly GAS,4,12,Scuderia Toro Rosso Honda,57,Bahrain,2018-04-08,6,1M 30.121S,1M 29.836S,1M 29.329S,18,9,1M 31.438S,1.57S,18,8,1M 31.232S,1.415S,38,7,1M 32.779S,1.719S,26,2018,0
Kevin Magnussen MAG,5,10,Haas Ferrari,57,Bahrain,2018-04-08,7,1M 29.594S,1M 29.623S,1M 29.358S,16,15,1M 31.737S,1.869S,14,15,1M 31.969S,2.152S,35,9,1M 32.971S,1.911S,19,2018,0
